,id,type,geometry_name,geometry.type,geometry.coordinates,properties.longitude,properties.latitude,properties.satelite,properties.pais,properties.estado,properties.municipio,properties.data_hora_gmt,properties.risco_fogo,properties.precipitacao,properties.numero_dias_sem_chuva
2927,focos_ams_24h.5386e755-d455-3640-bfbe-0412ee06cd8f,Feature,geom,Point,"[-59.71699, -24.94395]",-59.71699,-24.94395,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2928,focos_ams_24h.2a865184-0de2-3750-b066-623392b0abfa,Feature,geom,Point,"[-57.54708, -24.94314]",-57.54708,-24.94314,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2929,focos_ams_24h.421f5e4e-48c7-32d5-8598-6102d7e2404a,Feature,geom,Point,"[-57.55091, -24.94252]",-57.55091,-24.94252,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2930,focos_ams_24h.77c34de4-be59-30a6-937f-033ae543b256,Feature,geom,Point,"[-59.71625, -24.94046]",-59.71625,-24.94046,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2931,focos_ams_24h.5a68dc70-696d-36c8-b1a7-27702d3379d5,Feature,geom,Point,"[-57.55027, -24.93919]",-57.55027,-24.93919,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2932,focos_ams_24h.bca105e2-bb84-391a-bd7f-a847c0926efe,Feature,geom,Point,"[-57.55409, -24.93858]",-57.55409,-24.93858,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2933,focos_ams_24h.4725a3de-684d-33ae-b1e8-c02eceb5e8f0,Feature,geom,Point,"[-59.71975, -24.93624]",-59.71975,-24.93624,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2934,focos_ams_24h.d86a1ad7-fc9d-3345-931c-727ff1dc021f,Feature,geom,Point,"[-59.724, -24.9355]",-59.724,-24.9355,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2935,focos_ams_24h.a6b8210d-c23b-36fa-9a3a-3dc8319a2eb1,Feature,geom,Point,"[-59.71901, -24.93275]",-59.71901,-24.93275,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2936,focos_ams_24h.8a238ef8-bb17-32bf-90fd-5332d79d757f,Feature,geom,Point,"[-59.72326, -24.93201]",-59.72326,-24.93201,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2937,focos_ams_24h.4f838c3d-6763-3c5b-ad2f-09bf26e22b53,Feature,geom,Point,"[-58.05193, -24.93109]",-58.05193,-24.93109,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2938,focos_ams_24h.164d3da4-5a12-375a-93bb-81212e23bb5d,Feature,geom,Point,"[-58.18362, -24.90551]",-58.18362,-24.90551,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2939,focos_ams_24h.cb21dfe8-3823-3bc4-9dd0-1872249aa467,Feature,geom,Point,"[-58.18695, -24.90537]",-58.18695,-24.90537,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2940,focos_ams_24h.f6b312b0-80e1-31b8-9046-85741be4b487,Feature,geom,Point,"[-59.37659, -24.9049]",-59.37659,-24.9049,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2941,focos_ams_24h.f16c5e24-84ca-3d4b-ae74-7472e79331ca,Feature,geom,Point,"[-58.1875, -24.90488]",-58.1875,-24.90488,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2942,focos_ams_24h.03049c8e-0a27-3c67-9d72-5fdcfdd65e5c,Feature,geom,Point,"[-59.4278, -24.90328]",-59.4278,-24.90328,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2943,focos_ams_24h.4c0f841e-55a4-3dcb-b2ca-b2e89c081094,Feature,geom,Point,"[-58.18295, -24.90216]",-58.18295,-24.90216,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2944,focos_ams_24h.885f095f-0330-3f40-8494-7b15cd3ff646,Feature,geom,Point,"[-58.18685, -24.90153]",-58.18685,-24.90153,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2945,focos_ams_24h.7c5075ee-2273-3a5f-9694-90e6a3f6e231,Feature,geom,Point,"[-59.18845, -24.9015]",-59.18845,-24.9015,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2946,focos_ams_24h.1cda60d1-2272-3c7c-9ed6-7857a6e50ccf,Feature,geom,Point,"[-59.37587, -24.90145]",-59.37587,-24.90145,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2947,focos_ams_24h.eac018eb-74f7-3c95-a433-100223be60f2,Feature,geom,Point,"[-58.19073, -24.90089]",-58.19073,-24.90089,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2948,focos_ams_24h.1cb56d4a-083d-3335-a814-7ed5200d161e,Feature,geom,Point,"[-58.15442, -24.89991]",-58.15442,-24.89991,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2949,focos_ams_24h.b86e5cc8-f6fb-3c64-99d2-74c05631b8f6,Feature,geom,Point,"[-59.9924, -24.8995]",-59.9924,-24.8995,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2950,focos_ams_24h.2038114a-af5d-31df-a373-471b8d147979,Feature,geom,Point,"[-58.17841, -24.89944]",-58.17841,-24.89944,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2951,focos_ams_24h.7ba0e669-4205-3a3c-96e3-25763c58e5b1,Feature,geom,Point,"[-58.15831, -24.89927]",-58.15831,-24.89927,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2952,focos_ams_24h.4b03b4cb-e0fc-3239-9a65-9345f0d22943,Feature,geom,Point,"[-59.43123, -24.89911]",-59.43123,-24.89911,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2953,focos_ams_24h.9414b292-1c76-3693-afea-7dd8cf95d86c,Feature,geom,Point,"[-58.18229, -24.89881]",-58.18229,-24.89881,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2954,focos_ams_24h.b42b148f-4795-3c6d-a9d8-74450ce089cc,Feature,geom,Point,"[-58.1622, -24.89864]",-58.1622,-24.89864,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2955,focos_ams_24h.8ae8debb-a31b-34ef-a281-c78b624785d2,Feature,geom,Point,"[-59.43539, -24.8984]",-59.43539,-24.8984,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2956,focos_ams_24h.a7ba1bee-e277-30cd-8ada-0f71571277f2,Feature,geom,Point,"[-58.18618, -24.89817]",-58.18618,-24.89817,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2957,focos_ams_24h.7e1c5ed0-d502-32f2-ae6b-8caa6b94f131,Feature,geom,Point,"[-59.37515, -24.898]",-59.37515,-24.898,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2958,focos_ams_24h.e0cd0ce4-bd36-3333-bde3-814d10f86906,Feature,geom,Point,"[-58.19006, -24.89754]",-58.19006,-24.89754,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2959,focos_ams_24h.71da9c7b-f7e3-3d9b-b4d3-59dc7a0389b1,Feature,geom,Point,"[-58.16996, -24.89736]",-58.16996,-24.89736,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2960,focos_ams_24h.67f18781-932f-3a6c-9191-31ed76e2abe4,Feature,geom,Point,"[-58.19395, -24.8969]",-58.19395,-24.8969,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2961,focos_ams_24h.9f90ef74-ee9d-366e-aafb-6e1d7dfdcfab,Feature,geom,Point,"[-58.17385, -24.89673]",-58.17385,-24.89673,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2962,focos_ams_24h.2e492dec-0809-33fd-8302-581f8c7bf93b,Feature,geom,Point,"[-58.15376, -24.89655]",-58.15376,-24.89655,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2963,focos_ams_24h.c146b107-fb60-316e-96a0-821621e01e94,Feature,geom,Point,"[-59.42635, -24.89637]",-59.42635,-24.89637,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2964,focos_ams_24h.5fc7e375-cd6f-3bd1-a73e-ea532550c5cd,Feature,geom,Point,"[-57.62493, -24.89629]",-57.62493,-24.89629,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2965,focos_ams_24h.d60fc079-e6e4-32a4-ba4e-ad536ee3a00d,Feature,geom,Point,"[-58.19783, -24.89627]",-58.19783,-24.89627,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2966,focos_ams_24h.c8803faa-62d7-35b7-978f-7bc306afe3e5,Feature,geom,Point,"[-58.15764, -24.89592]",-58.15764,-24.89592,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2967,focos_ams_24h.10712cbf-fca5-3907-838f-4370d663c832,Feature,geom,Point,"[-57.62876, -24.89568]",-57.62876,-24.89568,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2968,focos_ams_24h.1b2edea5-d31e-3129-ac29-c2d2dd125b50,Feature,geom,Point,"[-59.43052, -24.89566]",-59.43052,-24.89566,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2969,focos_ams_24h.53e4b925-e51f-3324-8b57-aecd7b44b624,Feature,geom,Point,"[-58.16153, -24.89528]",-58.16153,-24.89528,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2970,focos_ams_24h.ca1e4a55-03a9-3d87-a4ec-2728a269079b,Feature,geom,Point,"[-57.63258, -24.89506]",-57.63258,-24.89506,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2971,focos_ams_24h.9be3c1a7-3f65-3577-8cfd-30285fa78a5f,Feature,geom,Point,"[-59.43467, -24.89494]",-59.43467,-24.89494,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2972,focos_ams_24h.c2c8f9f6-682d-3f37-8e88-aca9b5ca84be,Feature,geom,Point,"[-57.61279, -24.89481]",-57.61279,-24.89481,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2973,focos_ams_24h.0b6b623b-790e-3052-96f2-5fddd295b91d,Feature,geom,Point,"[-58.16541, -24.89465]",-58.16541,-24.89465,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2974,focos_ams_24h.c9a4c06c-c4bf-379c-835f-96b6186b1363,Feature,geom,Point,"[-58.1894, -24.89418]",-58.1894,-24.89418,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2975,focos_ams_24h.fd29f374-4562-3f15-b824-6fa678ebbfa4,Feature,geom,Point,"[-58.1693, -24.89401]",-58.1693,-24.89401,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2976,focos_ams_24h.c41026aa-92e5-3bdb-821c-ece03cafc4d3,Feature,geom,Point,"[-58.19329, -24.89355]",-58.19329,-24.89355,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2977,focos_ams_24h.82f978cf-4af9-3757-ac3b-7ac40f5e17be,Feature,geom,Point,"[-59.42563, -24.89291]",-59.42563,-24.89291,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2978,focos_ams_24h.83743dad-316f-3157-8cc0-29f034e4bf60,Feature,geom,Point,"[-58.19717, -24.89291]",-58.19717,-24.89291,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2979,focos_ams_24h.a0a0ec25-9732-39bf-98f3-299f8c8d9876,Feature,geom,Point,"[-58.15698, -24.89257]",-58.15698,-24.89257,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2980,focos_ams_24h.8cd8cb00-1796-3256-9cf7-150755171b30,Feature,geom,Point,"[-59.38686, -24.89242]",-59.38686,-24.89242,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2981,focos_ams_24h.3c41dc24-9c6c-336c-b468-c0330572f3ec,Feature,geom,Point,"[-59.42979, -24.8922]",-59.42979,-24.8922,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2982,focos_ams_24h.d6d4ac56-6e6b-37ea-bf13-4e0958ef56dd,Feature,geom,Point,"[-58.16087, -24.89193]",-58.16087,-24.89193,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2983,focos_ams_24h.d4cea433-f780-33ca-bca5-69fc6945ceca,Feature,geom,Point,"[-59.43394, -24.89149]",-59.43394,-24.89149,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2984,focos_ams_24h.be9902ec-b458-31cf-b1ce-647ea7903ec0,Feature,geom,Point,"[-57.61214, -24.89148]",-57.61214,-24.89148,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2985,focos_ams_24h.b153580e-4ca8-32a6-a474-a93276ba4b16,Feature,geom,Point,"[-58.16475, -24.8913]",-58.16475,-24.8913,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2986,focos_ams_24h.3f513b97-dd56-37f3-88a5-fa2e99e4d445,Feature,geom,Point,"[-58.16863, -24.89066]",-58.16863,-24.89066,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2987,focos_ams_24h.264fbd4b-dfd7-3fcf-a1a2-2ff6d9a0488c,Feature,geom,Point,"[-58.19262, -24.89019]",-58.19262,-24.89019,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2988,focos_ams_24h.e8f57c38-b25a-347e-85f1-af80e314184c,Feature,geom,Point,"[-58.17252, -24.89002]",-58.17252,-24.89002,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2989,focos_ams_24h.75a988d3-753a-3e1e-97dc-a46aa8aaef04,Feature,geom,Point,"[-58.19651, -24.88956]",-58.19651,-24.88956,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2990,focos_ams_24h.0a72586b-ab88-33c4-9d09-d5f6a1a7aaea,Feature,geom,Point,"[-58.15631, -24.88922]",-58.15631,-24.88922,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2991,focos_ams_24h.4df7eaed-5263-3783-9bff-a58871b84c67,Feature,geom,Point,"[-58.16019, -24.88858]",-58.16019,-24.88858,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2992,focos_ams_24h.80cf9649-37a3-35b6-9aed-58ecf67ebae1,Feature,geom,Point,"[-58.72763, -24.8884]",-58.72763,-24.8884,NPP-375,Argentina,Formosa,Pilagás,2021-12-30T04:57:00+00:00,,,
2993,focos_ams_24h.98a692a4-aa3f-364d-91df-69cb5385cd3b,Feature,geom,Point,"[-59.39027, -24.88825]",-59.39027,-24.88825,NPP-375,Argentina,Formosa,Patiño,2021-12-30T04:57:00+00:00,,,
2994,focos_ams_24h.993a59ef-4276-38ab-a341-f956d8b99f8e,Feature,geom,Point,"[-58.16408, -24.88794]",-58.16408,-24.88794,NPP-375,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T04:57:00+00:00,,,
2995,focos_ams_24h.655c8de9-abb8-37f2-ada0-2179725ce694,Feature,geom,Point,"[-57.63512, -24.88778]",-57.63512,-24.88778,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
2996,focos_ams_24h.7b698ffa-aef2-3679-9d26-1b0069d7ebe8,Feature,geom,Point,"[-57.63126, -24.88686]",-57.63126,-24.88686,NPP-375,Paraguay,Presidente Hayes,Benjamín Aceval,2021-12-30T04:57:00+00:00,,,
