,id,type,geometry_name,geometry.type,geometry.coordinates,properties.longitude,properties.latitude,properties.satelite,properties.pais,properties.estado,properties.municipio,properties.data_hora_gmt,properties.risco_fogo,properties.precipitacao,properties.numero_dias_sem_chuva
5353,focos_ams_24h.f4965fce-f3a8-376c-8816-8814bb436c6d,Feature,geom,Point,"[-59.47, -30.1]",-59.47,-30.1,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:22:22+00:00,,,
5354,focos_ams_24h.ccca9be8-6e5d-32f3-9a9f-47a0c3288da2,Feature,geom,Point,"[-58.09, -31.47]",-58.09,-31.47,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:22:16+00:00,,,
5355,focos_ams_24h.9f46bd82-4239-3246-82f5-0fcaeba11852,Feature,geom,Point,"[-58.11, -31.49]",-58.11,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:22:14+00:00,,,
5356,focos_ams_24h.9e089bce-30a6-3115-8dbd-f7922213c132,Feature,geom,Point,"[-58.09, -31.49]",-58.09,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:22:14+00:00,,,
5357,focos_ams_24h.230137d9-6912-33b5-8e3b-e5abd2de7c3d,Feature,geom,Point,"[-58.1, -31.51]",-58.1,-31.51,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:22:14+00:00,,,
5358,focos_ams_24h.abb0d4fd-f161-3822-9db3-5d4ba6bd084b,Feature,geom,Point,"[-59.37, -33.64]",-59.37,-33.64,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:22:03+00:00,,,
5359,focos_ams_24h.d2162e9f-01d8-31f9-a85b-8c7dc1f8c8e7,Feature,geom,Point,"[-59.22, -33.78]",-59.22,-33.78,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:22:03+00:00,,,
5360,focos_ams_24h.223d1305-7cf5-39a5-a7c2-cc1c17a46a37,Feature,geom,Point,"[-59.2, -33.79]",-59.2,-33.79,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:22:03+00:00,,,
5361,focos_ams_24h.a584de34-6ec4-3e4b-ad6f-05a6db994d95,Feature,geom,Point,"[-59.19, -33.81]",-59.19,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-30T03:22:03+00:00,,,
5362,focos_ams_24h.63791f9e-d494-3e95-befb-6889b0d35ae6,Feature,geom,Point,"[-63.62, 9.64]",-63.62,9.64,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-30T03:16:34+00:00,,,
5363,focos_ams_24h.eede0d22-0d10-306a-bb49-4bfb792a1dab,Feature,geom,Point,"[-62.07, -17.71]",-62.07,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:13:34+00:00,,,
5364,focos_ams_24h.3ee70cd9-ee44-3497-b82c-41c47ea3dd02,Feature,geom,Point,"[-62.05, -17.71]",-62.05,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:13:34+00:00,,,
5365,focos_ams_24h.8d7ece19-38da-38b4-996d-8a48f0f5701b,Feature,geom,Point,"[-62.07, -17.73]",-62.07,-17.73,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:13:34+00:00,,,
5366,focos_ams_24h.b0bc0484-4fbd-3ef0-87d2-dcbe288b8055,Feature,geom,Point,"[-63.29, -21.82]",-63.29,-21.82,GOES-16,Bolivia,Tarija,Gran Chaco,2021-12-30T03:13:08+00:00,,,
5367,focos_ams_24h.ae7c5ecb-ce23-3237-8f4d-f48321f412f5,Feature,geom,Point,"[-61.81, -22.68]",-61.81,-22.68,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-30T03:13:03+00:00,,,
5368,focos_ams_24h.81491f8a-e197-3938-a066-0fe5d2b33a50,Feature,geom,Point,"[-61.79, -22.68]",-61.79,-22.68,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-30T03:13:03+00:00,,,
5369,focos_ams_24h.a9dc5333-e8cc-3414-acce-3f3253bdb547,Feature,geom,Point,"[-61.81, -22.7]",-61.81,-22.7,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-30T03:13:03+00:00,,,
5370,focos_ams_24h.496f2dd1-4559-3aa5-a9bf-1c62e7a5f529,Feature,geom,Point,"[-58.82, -24.17]",-58.82,-24.17,GOES-16,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T03:12:55+00:00,,,
5371,focos_ams_24h.995c3e74-d8ed-3bad-a796-762a81d4a008,Feature,geom,Point,"[-60.27, -24.42]",-60.27,-24.42,GOES-16,Argentina,Formosa,Patiño,2021-12-30T03:12:55+00:00,,,
5372,focos_ams_24h.9e4467db-04a3-358b-bf27-a1c221682e72,Feature,geom,Point,"[-58.72, -25.04]",-58.72,-25.04,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:12:49+00:00,,,
5373,focos_ams_24h.7d1d56b9-e1d9-32a3-b28a-da0a3cf47695,Feature,geom,Point,"[-58.7, -25.04]",-58.7,-25.04,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:12:49+00:00,,,
5374,focos_ams_24h.8eed8db9-3f7c-342f-af5b-de356cdeff7c,Feature,geom,Point,"[-58.72, -25.06]",-58.72,-25.06,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:12:49+00:00,,,
5375,focos_ams_24h.7d5be211-07e2-3e60-a361-1102d710183b,Feature,geom,Point,"[-58.7, -25.06]",-58.7,-25.06,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:12:49+00:00,,,
5376,focos_ams_24h.e7544cdc-578d-3aed-80d2-5ae26c6bbd89,Feature,geom,Point,"[-58.47, -25.13]",-58.47,-25.13,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:12:49+00:00,,,
5377,focos_ams_24h.9e28c813-882f-3c16-8825-36777c7ef185,Feature,geom,Point,"[-58.02, -25.63]",-58.02,-25.63,GOES-16,Argentina,Formosa,Pilcomayo,2021-12-30T03:12:47+00:00,,,
5378,focos_ams_24h.8b20540e-acaa-3f0d-81d4-1faa133d92b7,Feature,geom,Point,"[-58.0, -25.63]",-58.0,-25.63,GOES-16,Argentina,Formosa,Pilcomayo,2021-12-30T03:12:47+00:00,,,
5379,focos_ams_24h.36a378af-6a10-3efa-b819-7e67269efb17,Feature,geom,Point,"[-61.03, -26.08]",-61.03,-26.08,GOES-16,Argentina,Chaco,General Güemes,2021-12-30T03:12:44+00:00,,,
5380,focos_ams_24h.645cfb0d-4b49-3722-a93e-ff0daea5ec2e,Feature,geom,Point,"[-61.05, -26.1]",-61.05,-26.1,GOES-16,Argentina,Chaco,General Güemes,2021-12-30T03:12:44+00:00,,,
5381,focos_ams_24h.a5fa53b0-806e-3b14-acff-fa233e731a22,Feature,geom,Point,"[-61.03, -26.1]",-61.03,-26.1,GOES-16,Argentina,Chaco,General Güemes,2021-12-30T03:12:44+00:00,,,
5382,focos_ams_24h.703f8e80-274b-328d-b29a-2fe73bd79ae4,Feature,geom,Point,"[-60.78, -28.34]",-60.78,-28.34,GOES-16,Argentina,Santa Fe,Vera,2021-12-30T03:12:31+00:00,,,
5383,focos_ams_24h.cb9153f5-120e-3015-9226-382f9e54ed6e,Feature,geom,Point,"[-60.75, -28.34]",-60.75,-28.34,GOES-16,Argentina,Santa Fe,Vera,2021-12-30T03:12:31+00:00,,,
5384,focos_ams_24h.791a1c0b-c275-3226-a9e3-0d51a68b5b8f,Feature,geom,Point,"[-60.77, -28.36]",-60.77,-28.36,GOES-16,Argentina,Santa Fe,Vera,2021-12-30T03:12:31+00:00,,,
5385,focos_ams_24h.b6dbc39d-92b1-353c-ac22-f5dd127349de,Feature,geom,Point,"[-59.5, -30.07]",-59.5,-30.07,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:12:23+00:00,,,
5386,focos_ams_24h.14b6d2e1-a380-3036-b963-c808c60272bb,Feature,geom,Point,"[-59.47, -30.07]",-59.47,-30.07,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:12:23+00:00,,,
5387,focos_ams_24h.8acae0bd-24ca-356e-b83f-e3b3405e277d,Feature,geom,Point,"[-59.49, -30.1]",-59.49,-30.1,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:12:23+00:00,,,
5388,focos_ams_24h.e23d8cc4-14bf-33b8-8c2c-b1ee420560f9,Feature,geom,Point,"[-59.47, -30.1]",-59.47,-30.1,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:12:23+00:00,,,
5389,focos_ams_24h.29f45adc-52c9-38bc-b367-cf0994c4a1d2,Feature,geom,Point,"[-58.09, -31.47]",-58.09,-31.47,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:12:15+00:00,,,
5390,focos_ams_24h.0bb9fc78-0ee3-3de5-b208-6ee068566c85,Feature,geom,Point,"[-58.11, -31.49]",-58.11,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:12:15+00:00,,,
5391,focos_ams_24h.2096f726-8b40-3410-b241-c58a2b5160ba,Feature,geom,Point,"[-58.09, -31.49]",-58.09,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:12:15+00:00,,,
5392,focos_ams_24h.47c5a15b-0b78-31f1-9784-6eb476545103,Feature,geom,Point,"[-60.53, -33.03]",-60.53,-33.03,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-30T03:12:07+00:00,,,
5393,focos_ams_24h.73813fc8-6eab-3bfc-a91d-82eeb2c9574c,Feature,geom,Point,"[-59.22, -33.78]",-59.22,-33.78,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:12:02+00:00,,,
5394,focos_ams_24h.76d89d45-94d8-30e5-96fa-8ea451dd9a40,Feature,geom,Point,"[-59.2, -33.79]",-59.2,-33.79,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:12:02+00:00,,,
5395,focos_ams_24h.6a5469c4-3ee7-37c4-8f66-85cd2523fb85,Feature,geom,Point,"[-59.19, -33.81]",-59.19,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-30T03:12:02+00:00,,,
5396,focos_ams_24h.7bc12206-2213-3dff-9e56-38b0e24eff2d,Feature,geom,Point,"[-35.20038, -7.5623]",-35.20038,-7.5623,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5397,focos_ams_24h.8eb0bb28-956f-3400-977c-683b3120f00f,Feature,geom,Point,"[-35.20576, -7.54241]",-35.20576,-7.54241,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5398,focos_ams_24h.ba78ee07-76bb-3541-a5a3-093f63559dd8,Feature,geom,Point,"[-35.20217, -7.54219]",-35.20217,-7.54219,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5399,focos_ams_24h.9abd6ce2-b497-373a-b33f-051de022ea7a,Feature,geom,Point,"[-35.20746, -7.54124]",-35.20746,-7.54124,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5400,focos_ams_24h.236ca655-e86c-3db9-a940-80f52621acfe,Feature,geom,Point,"[-35.19964, -7.53851]",-35.19964,-7.53851,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5401,focos_ams_24h.6f819901-bf6e-30cb-ac1f-d7e2ca1c733f,Feature,geom,Point,"[-35.20496, -7.5376]",-35.20496,-7.5376,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5402,focos_ams_24h.92f1828e-76bf-3b1a-8caa-9cc4dbd95b70,Feature,geom,Point,"[-35.20138, -7.53738]",-35.20138,-7.53738,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5403,focos_ams_24h.f39aad15-eb38-31bf-afe1-470fda101e60,Feature,geom,Point,"[-35.20666, -7.53644]",-35.20666,-7.53644,NPP-375,Brasil,PERNAMBUCO,ALIANÇA,2021-12-30T03:12:00+00:00,,,
5404,focos_ams_24h.9ba2d94a-9ecd-32bd-b618-576c5bebf4fe,Feature,geom,Point,"[-38.15207, -11.09544]",-38.15207,-11.09544,NPP-375,Brasil,BAHIA,ITAPICURU,2021-12-30T03:12:00+00:00,,,
5405,focos_ams_24h.92f744d5-f28f-3cab-a186-4c4f8c020230,Feature,geom,Point,"[-38.15541, -11.09479]",-38.15541,-11.09479,NPP-375,Brasil,BAHIA,ITAPICURU,2021-12-30T03:12:00+00:00,,,
5406,focos_ams_24h.4068cfb9-0bcf-3af0-9a88-8c0108a52966,Feature,geom,Point,"[-35.02907, -8.39141]",-35.02907,-8.39141,NPP-375,Brasil,PERNAMBUCO,IPOJUCA,2021-12-30T03:12:00+00:00,,,
5407,focos_ams_24h.33c6453a-2843-3881-9b89-e06054486b3b,Feature,geom,Point,"[-37.69306, -5.23433]",-37.69306,-5.23433,NPP-375,Brasil,RIO GRANDE DO NORTE,BARAÚNA,2021-12-30T03:10:00+00:00,,,
5408,focos_ams_24h.f3bf07cd-fe76-3181-b1d7-6d0d1459c8e9,Feature,geom,Point,"[-63.55, 9.62]",-63.55,9.62,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-30T03:06:32+00:00,,,
5409,focos_ams_24h.bf8ef369-fed1-3003-bb10-989ea37e3edd,Feature,geom,Point,"[-63.62, 9.64]",-63.62,9.64,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-30T03:06:32+00:00,,,
5410,focos_ams_24h.dc10588f-d29e-3fae-990d-b0dfc141dc5d,Feature,geom,Point,"[-71.99803, 3.09391]",-71.99803,3.09391,TERRA_M-M,Colombia,Meta,Mapiripán,2021-12-30T03:04:00+00:00,,,
5411,focos_ams_24h.298f47a7-ad14-30e6-b4df-3eb840de303d,Feature,geom,Point,"[-71.88553, 3.56102]",-71.88553,3.56102,TERRA_M-M,Colombia,Meta,Puerto Gaitán,2021-12-30T03:04:00+00:00,,,
5412,focos_ams_24h.1b286975-f517-329d-a275-0d625f0950ee,Feature,geom,Point,"[-71.87625, 3.56236]",-71.87625,3.56236,TERRA_M-M,Colombia,Meta,Puerto Gaitán,2021-12-30T03:04:00+00:00,,,
5413,focos_ams_24h.9a8f8f0c-852b-3eb4-9226-7cc1468d003b,Feature,geom,Point,"[-71.85902, 3.63933]",-71.85902,3.63933,TERRA_M-M,Colombia,Meta,Puerto Gaitán,2021-12-30T03:04:00+00:00,,,
5414,focos_ams_24h.6deb82fc-6f96-3838-8a77-238afc6fdb89,Feature,geom,Point,"[-72.15008, 3.71621]",-72.15008,3.71621,TERRA_M-M,Colombia,Meta,Puerto Gaitán,2021-12-30T03:04:00+00:00,,,
5415,focos_ams_24h.f1281902-3c32-33a9-9d5c-c77efccfb541,Feature,geom,Point,"[-72.15141, 3.72541]",-72.15141,3.72541,TERRA_M-M,Colombia,Meta,Puerto Gaitán,2021-12-30T03:04:00+00:00,,,
5416,focos_ams_24h.d6fade5e-cd94-38ce-b0d9-bf87d3d627e2,Feature,geom,Point,"[-72.14192, 3.72678]",-72.14192,3.72678,TERRA_M-M,Colombia,Meta,Puerto Gaitán,2021-12-30T03:04:00+00:00,,,
5417,focos_ams_24h.1c871f91-e6e7-337c-8975-2621cdbfa200,Feature,geom,Point,"[-71.75484, 6.34157]",-71.75484,6.34157,TERRA_M-M,Colombia,Arauca,Tame,2021-12-30T03:04:00+00:00,,,
5418,focos_ams_24h.c3a53031-c7bc-3b86-a89f-ae3353ee9f2e,Feature,geom,Point,"[-69.28634, 9.37793]",-69.28634,9.37793,TERRA_M-M,Venezuela,Portuguesa,Ospino,2021-12-30T03:04:00+00:00,,,
5419,focos_ams_24h.661750b0-4695-3154-953b-a63abb374016,Feature,geom,Point,"[-69.56941, 9.3063]",-69.56941,9.3063,TERRA_M-M,Venezuela,Portuguesa,Guanare,2021-12-30T03:04:00+00:00,,,
5420,focos_ams_24h.e4ab1731-ac1d-3537-bc6c-e9ef27be06b4,Feature,geom,Point,"[-69.27565, 9.37936]",-69.27565,9.37936,TERRA_M-M,Venezuela,Portuguesa,Ospino,2021-12-30T03:04:00+00:00,,,
5421,focos_ams_24h.110c6b07-5a25-3c67-baba-764af255dbea,Feature,geom,Point,"[-62.07, -17.73]",-62.07,-17.73,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:03:33+00:00,,,
5422,focos_ams_24h.a60d48a7-66ab-3b0d-abee-3e41c2189551,Feature,geom,Point,"[-62.05, -17.71]",-62.05,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:03:33+00:00,,,
5423,focos_ams_24h.9314c41e-aa4c-3f82-8213-0e890c120a41,Feature,geom,Point,"[-62.07, -17.71]",-62.07,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:03:33+00:00,,,
5424,focos_ams_24h.e4d0aa56-6671-39da-a7bd-8861a2b25fd6,Feature,geom,Point,"[-63.29, -21.82]",-63.29,-21.82,GOES-16,Bolivia,Tarija,Gran Chaco,2021-12-30T03:03:09+00:00,,,
5425,focos_ams_24h.eee078af-720f-3e4f-bcb0-656de151005f,Feature,geom,Point,"[-61.81, -22.7]",-61.81,-22.7,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-30T03:03:04+00:00,,,
5426,focos_ams_24h.736bc51a-e25e-333e-a82f-fe48e96329d2,Feature,geom,Point,"[-61.79, -22.68]",-61.79,-22.68,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-30T03:03:04+00:00,,,
5427,focos_ams_24h.6e4123c5-ee53-3db3-9131-b23b32570386,Feature,geom,Point,"[-61.81, -22.68]",-61.81,-22.68,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-30T03:03:04+00:00,,,
5428,focos_ams_24h.12fb9550-a13e-3441-bc7c-f3b05b95efed,Feature,geom,Point,"[-58.82, -24.17]",-58.82,-24.17,GOES-16,Paraguay,Presidente Hayes,Villa Hayes,2021-12-30T03:02:56+00:00,,,
5429,focos_ams_24h.77cfbc04-9083-3484-81c5-72a1b23e45ce,Feature,geom,Point,"[-60.27, -24.42]",-60.27,-24.42,GOES-16,Argentina,Formosa,Patiño,2021-12-30T03:02:54+00:00,,,
5430,focos_ams_24h.8796e84c-d3ed-3246-9606-1f1526321b6a,Feature,geom,Point,"[-60.29, -24.42]",-60.29,-24.42,GOES-16,Argentina,Formosa,Patiño,2021-12-30T03:02:54+00:00,,,
5431,focos_ams_24h.229e0e94-664c-32ae-8c62-d405feebd2d6,Feature,geom,Point,"[-60.27, -24.4]",-60.27,-24.4,GOES-16,Argentina,Formosa,Patiño,2021-12-30T03:02:54+00:00,,,
5432,focos_ams_24h.872d4f6a-6591-3112-a663-bb2bc7044786,Feature,geom,Point,"[-58.47, -25.13]",-58.47,-25.13,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:02:51+00:00,,,
5433,focos_ams_24h.c3347cdf-0439-3580-8940-fec075a0f674,Feature,geom,Point,"[-58.7, -25.06]",-58.7,-25.06,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:02:51+00:00,,,
5434,focos_ams_24h.028b3fd9-21d0-397c-adaf-e9c501cffd6e,Feature,geom,Point,"[-58.72, -25.06]",-58.72,-25.06,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:02:51+00:00,,,
5435,focos_ams_24h.409cdbe9-ef06-3651-abe3-712b312628fc,Feature,geom,Point,"[-58.7, -25.04]",-58.7,-25.04,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:02:51+00:00,,,
5436,focos_ams_24h.4f27334a-f3f3-3fdc-bbc7-2637ee68ee5e,Feature,geom,Point,"[-58.72, -25.04]",-58.72,-25.04,GOES-16,Argentina,Formosa,Pilagás,2021-12-30T03:02:51+00:00,,,
5437,focos_ams_24h.1bf130e6-81b4-3c7d-a62a-33524fde8d89,Feature,geom,Point,"[-58.0, -25.63]",-58.0,-25.63,GOES-16,Argentina,Formosa,Pilcomayo,2021-12-30T03:02:46+00:00,,,
5438,focos_ams_24h.5230df71-629a-39e1-96c7-9da540531e9b,Feature,geom,Point,"[-58.02, -25.63]",-58.02,-25.63,GOES-16,Argentina,Formosa,Pilcomayo,2021-12-30T03:02:46+00:00,,,
5439,focos_ams_24h.e4d890e2-9d8e-3e93-be47-e8751808e4b2,Feature,geom,Point,"[-61.03, -26.1]",-61.03,-26.1,GOES-16,Argentina,Chaco,General Güemes,2021-12-30T03:02:43+00:00,,,
5440,focos_ams_24h.e6d9c0fd-0742-35c7-92bd-f1f28857953b,Feature,geom,Point,"[-61.05, -26.1]",-61.05,-26.1,GOES-16,Argentina,Chaco,General Güemes,2021-12-30T03:02:43+00:00,,,
5441,focos_ams_24h.17b5abb3-658e-349c-9ff2-7f336bc8c7c5,Feature,geom,Point,"[-61.03, -26.08]",-61.03,-26.08,GOES-16,Argentina,Chaco,General Güemes,2021-12-30T03:02:43+00:00,,,
5442,focos_ams_24h.24abe3be-4c76-372f-9846-03e3025026a9,Feature,geom,Point,"[-60.77, -28.36]",-60.77,-28.36,GOES-16,Argentina,Santa Fe,Vera,2021-12-30T03:02:32+00:00,,,
5443,focos_ams_24h.a94a0ed2-ceac-3bcd-a3b3-2f4b107bb3b5,Feature,geom,Point,"[-60.78, -28.34]",-60.78,-28.34,GOES-16,Argentina,Santa Fe,Vera,2021-12-30T03:02:32+00:00,,,
5444,focos_ams_24h.02575bfb-7793-376b-aeb8-16a908aadb47,Feature,geom,Point,"[-59.47, -30.1]",-59.47,-30.1,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:02:22+00:00,,,
5445,focos_ams_24h.8f916af9-1540-3a54-af55-029622091e8c,Feature,geom,Point,"[-59.49, -30.1]",-59.49,-30.1,GOES-16,Argentina,Corrientes,Esquina,2021-12-30T03:02:22+00:00,,,
5446,focos_ams_24h.05d2c5fd-dcea-3a37-90e7-1173a6f2457c,Feature,geom,Point,"[-58.1, -31.51]",-58.1,-31.51,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:02:14+00:00,,,
5447,focos_ams_24h.32d40fb4-28cd-333e-af10-249063432289,Feature,geom,Point,"[-58.09, -31.49]",-58.09,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:02:14+00:00,,,
5448,focos_ams_24h.58c06ae6-4912-34a7-b8d5-e247ebffbcfd,Feature,geom,Point,"[-58.11, -31.49]",-58.11,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:02:14+00:00,,,
5449,focos_ams_24h.f4375473-0ecd-325d-8057-855f25cac08f,Feature,geom,Point,"[-58.08, -31.51]",-58.08,-31.51,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-30T03:02:14+00:00,,,
5450,focos_ams_24h.177a3786-6bb9-3241-8f8d-cb1ed10829f8,Feature,geom,Point,"[-57.46, -32.49]",-57.46,-32.49,GOES-16,Uruguay,Río Negro,n.a64,2021-12-30T03:02:09+00:00,,,
5451,focos_ams_24h.c31a5f20-0f9f-3a48-ab48-106b8823e63e,Feature,geom,Point,"[-60.53, -33.03]",-60.53,-33.03,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-30T03:02:06+00:00,,,
5452,focos_ams_24h.3b2d50f2-6dee-37ac-9ce9-dcca392440d2,Feature,geom,Point,"[-59.22, -33.78]",-59.22,-33.78,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:02:03+00:00,,,
5453,focos_ams_24h.9cad9295-851e-3042-b99e-6a9296c27975,Feature,geom,Point,"[-59.2, -33.79]",-59.2,-33.79,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:02:03+00:00,,,
5454,focos_ams_24h.c152320c-c8bd-351d-bdf5-1f06d45ad31d,Feature,geom,Point,"[-59.22, -33.81]",-59.22,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-30T03:02:03+00:00,,,
5455,focos_ams_24h.86634876-056c-3d0d-903a-336572b04aaa,Feature,geom,Point,"[-59.19, -33.81]",-59.19,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-30T03:02:03+00:00,,,
5456,focos_ams_24h.9f2347d8-d246-3e0d-b372-cd2e7d3f6677,Feature,geom,Point,"[-59.37, -33.64]",-59.37,-33.64,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-30T03:02:03+00:00,,,
5457,focos_ams_24h.eeaea066-21d4-3c84-8579-dc826616cf55,Feature,geom,Point,"[-62.34951, -18.14345]",-62.34951,-18.14345,TERRA_M-M,Bolivia,Santa Cruz,Cordillera,2021-12-30T03:00:00+00:00,,,
5458,focos_ams_24h.71e84ae9-4144-3a03-89c3-34d226b221fb,Feature,geom,Point,"[-62.3744, -18.14738]",-62.3744,-18.14738,TERRA_M-M,Bolivia,Santa Cruz,Cordillera,2021-12-30T03:00:00+00:00,,,
5459,focos_ams_24h.21f914fc-d71a-3906-9353-55856f0e8b1b,Feature,geom,Point,"[-62.36197, -18.14542]",-62.36197,-18.14542,TERRA_M-M,Bolivia,Santa Cruz,Cordillera,2021-12-30T03:00:00+00:00,,,
5460,focos_ams_24h.b1b7ebb0-c6bf-36a4-bd42-e83100bf48e7,Feature,geom,Point,"[-62.36878, -18.14407]",-62.36878,-18.14407,TERRA_M-M,Bolivia,Santa Cruz,Cordillera,2021-12-30T03:00:00+00:00,,,
5461,focos_ams_24h.5aceef7c-197e-3eef-9598-7f08ae438eb3,Feature,geom,Point,"[-62.35636, -18.14202]",-62.35636,-18.14202,TERRA_M-M,Bolivia,Santa Cruz,Cordillera,2021-12-30T03:00:00+00:00,,,
5462,focos_ams_24h.570b9c9e-9d4f-3639-b857-329d9dae339b,Feature,geom,Point,"[-61.9257, -18.11402]",-61.9257,-18.11402,TERRA_M-M,Bolivia,Santa Cruz,Cordillera,2021-12-30T03:00:00+00:00,,,
5463,focos_ams_24h.d0199868-9cd0-35b0-9f87-410c5f4899ff,Feature,geom,Point,"[-62.07326, -17.73698]",-62.07326,-17.73698,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
5464,focos_ams_24h.4c364357-1978-390f-aaf3-f549562f98d8,Feature,geom,Point,"[-62.06015, -17.73481]",-62.06015,-17.73481,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
5465,focos_ams_24h.552be29d-5347-35d8-a775-b32b94e67279,Feature,geom,Point,"[-62.0805, -17.73232]",-62.0805,-17.73232,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
5466,focos_ams_24h.9d39dea4-6f19-390a-ae38-7192ac816a72,Feature,geom,Point,"[-62.06739, -17.73023]",-62.06739,-17.73023,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
5467,focos_ams_24h.9e595375-61f2-30d0-9fef-53b237099374,Feature,geom,Point,"[-62.08825, -17.72867]",-62.08825,-17.72867,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
5468,focos_ams_24h.d789c6fd-00df-3d3b-9951-2235401808ba,Feature,geom,Point,"[-62.07518, -17.7265]",-62.07518,-17.7265,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
5469,focos_ams_24h.7ab6d9d9-39ba-3385-83be-4448e55748b2,Feature,geom,Point,"[-62.06207, -17.72432]",-62.06207,-17.72432,TERRA_M-M,Bolivia,Santa Cruz,Chiquitos,2021-12-30T03:00:00+00:00,,,
